id,Product,Facility,Year,Season,Energy_Use_kWh,Water_Use_L,CO2_Emissions_kg,Waste_kg,Units_Produced,CO2_per_unit,Energy_per_unit,Water_per_unit,Waste_per_unit,Efficiency_Score,Product_Category
639,Sour Cream,Odense Plant,2023,Winter,1353,3093,135,24,478,0.28,2.83,6.47,0.05,2.39,Cream Products
640,Sour Cream,Aalborg Plant,2023,Winter,1460,3338,146,26,496,0.29,2.94,6.73,0.05,2.35,Cream Products
641,Cottage Cheese,Copenhagen Plant,2023,Winter,1377,3254,129,27,507,0.25,2.72,6.42,0.05,2.44,Cheese Products
642,Cottage Cheese,Aarhus Plant,2023,Winter,1331,3146,125,26,470,0.27,2.83,6.69,0.06,2.39,Cheese Products
643,Cottage Cheese,Odense Plant,2023,Winter,1589,3756,149,31,538,0.28,2.95,6.98,0.06,2.35,Cheese Products
644,Cottage Cheese,Aalborg Plant,2023,Winter,1509,3566,142,29,492,0.29,3.07,7.25,0.06,2.3,Cheese Products
645,Ice Cream,Copenhagen Plant,2023,Winter,2349,4615,260,55,706,0.37,3.33,6.54,0.08,2.18,Cream Products
646,Ice Cream,Aarhus Plant,2023,Winter,2282,4482,253,53,657,0.39,3.47,6.82,0.08,2.13,Cream Products
647,Ice Cream,Odense Plant,2023,Winter,2827,5553,313,66,782,0.4,3.62,7.1,0.08,2.08,Cream Products
648,Ice Cream,Aalborg Plant,2023,Winter,2569,5046,284,60,683,0.42,3.76,7.39,0.09,2.02,Cream Products
649,Whole Milk,Copenhagen Plant,2023,Spring,2724,9243,175,24,1365,0.13,2.0,6.77,0.02,2.73,Milk Products
650,Whole Milk,Aarhus Plant,2023,Spring,2645,8973,170,24,1270,0.13,2.08,7.07,0.02,2.7,Milk Products
651,Whole Milk,Odense Plant,2023,Spring,2543,8629,163,23,1172,0.14,2.17,7.36,0.02,2.67,Milk Products
652,Whole Milk,Aalborg Plant,2023,Spring,2815,9551,181,25,1247,0.15,2.26,7.66,0.02,2.63,Milk Products
653,Skim Milk,Copenhagen Plant,2023,Spring,2449,8666,155,21,1211,0.13,2.02,7.16,0.02,2.72,Milk Products
654,Skim Milk,Aarhus Plant,2023,Spring,2454,8682,156,21,1163,0.13,2.11,7.47,0.02,2.69,Milk Products
655,Skim Milk,Odense Plant,2023,Spring,2660,9413,169,23,1210,0.14,2.2,7.78,0.02,2.66,Milk Products
656,Skim Milk,Aalborg Plant,2023,Spring,2491,8815,158,21,1090,0.14,2.29,8.09,0.02,2.63,Milk Products
657,Organic Milk,Copenhagen Plant,2023,Spring,3006,9863,197,26,988,0.2,3.04,9.98,0.03,2.35,Milk Products
658,Organic Milk,Aarhus Plant,2023,Spring,3180,10433,209,28,1002,0.21,3.17,10.41,0.03,2.31,Milk Products
659,Organic Milk,Odense Plant,2023,Spring,3077,10097,202,27,931,0.22,3.31,10.85,0.03,2.26,Milk Products
660,Organic Milk,Aalborg Plant,2023,Spring,3493,11460,229,31,1016,0.23,3.44,11.28,0.03,2.21,Milk Products
661,Cheddar Cheese,Copenhagen Plant,2023,Spring,2145,4095,273,44,433,0.63,4.95,9.46,0.1,1.55,Cheese Products
662,Cheddar Cheese,Aarhus Plant,2023,Spring,2014,3846,256,41,390,0.66,5.16,9.86,0.11,1.47,Cheese Products
663,Cheddar Cheese,Odense Plant,2023,Spring,1936,3696,246,40,360,0.68,5.38,10.27,0.11,1.39,Cheese Products
664,Cheddar Cheese,Aalborg Plant,2023,Spring,2072,3956,264,42,370,0.71,5.6,10.69,0.11,1.3,Cheese Products
665,Mozzarella Cheese,Copenhagen Plant,2023,Spring,1928,3673,243,39,451,0.54,4.27,8.14,0.09,1.81,Cheese Products
666,Mozzarella Cheese,Aarhus Plant,2023,Spring,2127,4051,268,43,476,0.56,4.47,8.51,0.09,1.74,Cheese Products
667,Mozzarella Cheese,Odense Plant,2023,Spring,2084,3970,263,42,448,0.59,4.65,8.86,0.09,1.67,Cheese Products
668,Mozzarella Cheese,Aalborg Plant,2023,Spring,2100,4001,265,42,434,0.61,4.84,9.22,0.1,1.59,Cheese Products
669,Blue Cheese,Copenhagen Plant,2023,Spring,2229,4180,297,51,304,0.98,7.33,13.75,0.17,0.62,Cheese Products
670,Blue Cheese,Aarhus Plant,2023,Spring,2212,4148,295,51,289,1.02,7.65,14.35,0.18,0.49,Cheese Products
671,Blue Cheese,Odense Plant,2023,Spring,2210,4143,295,51,277,1.06,7.98,14.96,0.18,0.37,Cheese Products
672,Blue Cheese,Aalborg Plant,2023,Spring,2288,4290,305,52,276,1.11,8.29,15.54,0.19,0.25,Cheese Products
673,Cream Cheese,Copenhagen Plant,2023,Spring,1588,3176,201,32,440,0.46,3.61,7.22,0.07,2.06,Cheese Products
674,Cream Cheese,Aarhus Plant,2023,Spring,1887,3773,238,38,500,0.48,3.77,7.55,0.08,2.0,Cheese Products
675,Cream Cheese,Odense Plant,2023,Spring,1841,3683,233,37,469,0.5,3.93,7.85,0.08,1.94,Cheese Products
676,Cream Cheese,Aalborg Plant,2023,Spring,1878,3756,237,38,460,0.52,4.08,8.17,0.08,1.88,Cheese Products
677,Greek Yogurt,Copenhagen Plant,2023,Spring,1633,6532,136,32,901,0.15,1.81,7.25,0.04,2.78,Yogurt Products
678,Greek Yogurt,Aarhus Plant,2023,Spring,1734,6936,144,34,917,0.16,1.89,7.56,0.04,2.75,Yogurt Products
679,Greek Yogurt,Odense Plant,2023,Spring,1833,7333,153,36,931,0.16,1.97,7.88,0.04,2.72,Yogurt Products
680,Greek Yogurt,Aalborg Plant,2023,Spring,1653,6614,138,32,807,0.17,2.05,8.2,0.04,2.69,Yogurt Products
681,Regular Yogurt,Copenhagen Plant,2023,Spring,1535,6522,129,29,1031,0.13,1.49,6.33,0.03,2.89,Yogurt Products
682,Regular Yogurt,Aarhus Plant,2023,Spring,1473,6258,124,28,948,0.13,1.55,6.6,0.03,2.87,Yogurt Products
683,Regular Yogurt,Odense Plant,2023,Spring,1443,6131,122,27,892,0.14,1.62,6.87,0.03,2.85,Yogurt Products
684,Regular Yogurt,Aalborg Plant,2023,Spring,1595,6779,135,30,948,0.14,1.68,7.15,0.03,2.83,Yogurt Products
685,Flavored Yogurt,Copenhagen Plant,2023,Spring,1520,6079,126,29,893,0.14,1.7,6.81,0.03,2.82,Yogurt Products
686,Flavored Yogurt,Aarhus Plant,2023,Spring,1804,7215,149,34,1016,0.15,1.78,7.1,0.03,2.79,Yogurt Products
687,Flavored Yogurt,Odense Plant,2023,Spring,1743,6972,144,33,942,0.15,1.85,7.4,0.04,2.76,Yogurt Products
688,Flavored Yogurt,Aalborg Plant,2023,Spring,1846,7384,153,35,960,0.16,1.92,7.69,0.04,2.74,Yogurt Products
689,Salted Butter,Copenhagen Plant,2023,Spring,1493,2023,202,27,360,0.56,4.15,5.62,0.08,1.85,Butter Products
690,Salted Butter,Aarhus Plant,2023,Spring,1420,1924,192,26,328,0.59,4.33,5.87,0.08,1.78,Butter Products
691,Salted Butter,Odense Plant,2023,Spring,1580,2141,214,29,351,0.61,4.5,6.1,0.08,1.71,Butter Products
692,Salted Butter,Aalborg Plant,2023,Spring,1715,2324,232,31,366,0.63,4.69,6.35,0.08,1.64,Butter Products
693,Unsalted Butter,Copenhagen Plant,2023,Spring,1285,1713,176,22,340,0.52,3.78,5.04,0.06,1.99,Butter Products
694,Unsalted Butter,Aarhus Plant,2023,Spring,1505,2006,206,26,382,0.54,3.94,5.25,0.07,1.93,Butter Products
695,Unsalted Butter,Odense Plant,2023,Spring,1544,2059,211,27,376,0.56,4.11,5.48,0.07,1.86,Butter Products
696,Unsalted Butter,Aalborg Plant,2023,Spring,1584,2112,216,27,371,0.58,4.27,5.69,0.07,1.8,Butter Products
697,Heavy Cream,Copenhagen Plant,2023,Spring,1076,2512,117,20,545,0.21,1.97,4.61,0.04,2.7,Cream Products
698,Heavy Cream,Aarhus Plant,2023,Spring,1089,2542,118,20,529,0.22,2.06,4.81,0.04,2.67,Cream Products
699,Heavy Cream,Odense Plant,2023,Spring,1107,2582,120,20,516,0.23,2.15,5.0,0.04,2.64,Cream Products
700,Heavy Cream,Aalborg Plant,2023,Spring,1121,2616,121,21,502,0.24,2.23,5.21,0.04,2.61,Cream Products
701,Light Cream,Copenhagen Plant,2023,Spring,915,2164,100,17,564,0.18,1.62,3.84,0.03,2.83,Cream Products
702,Light Cream,Aarhus Plant,2023,Spring,1104,2609,120,20,652,0.18,1.69,4.0,0.03,2.81,Cream Products
703,Light Cream,Odense Plant,2023,Spring,1009,2385,110,18,572,0.19,1.76,4.17,0.03,2.78,Cream Products
704,Light Cream,Aalborg Plant,2023,Spring,1194,2823,130,22,651,0.2,1.83,4.34,0.03,2.76,Cream Products
705,Whipping Cream,Copenhagen Plant,2023,Spring,1069,2385,111,19,471,0.24,2.27,5.06,0.04,2.59,Cream Products
706,Whipping Cream,Aarhus Plant,2023,Spring,1137,2537,118,20,480,0.25,2.37,5.29,0.04,2.56,Cream Products
707,Whipping Cream,Odense Plant,2023,Spring,1281,2858,133,23,519,0.26,2.47,5.51,0.04,2.52,Cream Products
708,Whipping Cream,Aalborg Plant,2023,Spring,1227,2737,127,22,478,0.27,2.57,5.73,0.05,2.48,Cream Products
709,Sour Cream,Copenhagen Plant,2023,Spring,1294,2959,129,23,497,0.26,2.6,5.95,0.05,2.47,Cream Products
710,Sour Cream,Aarhus Plant,2023,Spring,1388,3173,139,25,511,0.27,2.72,6.21,0.05,2.43,Cream Products
711,Sour Cream,Odense Plant,2023,Spring,1483,3389,148,26,524,0.28,2.83,6.47,0.05,2.39,Cream Products
712,Sour Cream,Aalborg Plant,2023,Spring,1405,3212,141,25,477,0.3,2.95,6.73,0.05,2.34,Cream Products
713,Cottage Cheese,Copenhagen Plant,2023,Spring,1610,3806,151,31,593,0.25,2.72,6.42,0.05,2.44,Cheese Products
714,Cottage Cheese,Aarhus Plant,2023,Spring,1662,3928,156,32,587,0.27,2.83,6.69,0.05,2.39,Cheese Products
715,Cottage Cheese,Odense Plant,2023,Spring,1759,4157,165,34,596,0.28,2.95,6.97,0.06,2.35,Cheese Products
716,Cottage Cheese,Aalborg Plant,2023,Spring,1510,3570,142,29,492,0.29,3.07,7.26,0.06,2.3,Cheese Products
717,Ice Cream,Copenhagen Plant,2023,Spring,2600,5106,288,60,781,0.37,3.33,6.54,0.08,2.18,Cream Products
718,Ice Cream,Aarhus Plant,2023,Spring,2636,5178,292,61,759,0.38,3.47,6.82,0.08,2.13,Cream Products
719,Ice Cream,Odense Plant,2023,Spring,2915,5725,323,68,806,0.4,3.62,7.1,0.08,2.08,Cream Products
720,Ice Cream,Aalborg Plant,2023,Spring,2816,5532,312,65,749,0.42,3.76,7.39,0.09,2.02,Cream Products
721,Whole Milk,Copenhagen Plant,2023,Summer,2725,9245,175,24,1365,0.13,2.0,6.77,0.02,2.73,Milk Products
722,Whole Milk,Aarhus Plant,2023,Summer,2478,8407,159,22,1189,0.13,2.08,7.07,0.02,2.7,Milk Products
723,Whole Milk,Odense Plant,2023,Summer,2953,10020,190,26,1361,0.14,2.17,7.36,0.02,2.67,Milk Products
724,Whole Milk,Aalborg Plant,2023,Summer,3134,10633,201,28,1389,0.14,2.26,7.66,0.02,2.64,Milk Products
725,Skim Milk,Copenhagen Plant,2023,Summer,2385,8439,151,20,1179,0.13,2.02,7.16,0.02,2.72,Milk Products
726,Skim Milk,Aarhus Plant,2023,Summer,2603,9210,165,22,1233,0.13,2.11,7.47,0.02,2.69,Milk Products
727,Skim Milk,Odense Plant,2023,Summer,2922,10340,185,25,1329,0.14,2.2,7.78,0.02,2.66,Milk Products
728,Skim Milk,Aalborg Plant,2023,Summer,2997,10605,190,25,1311,0.14,2.29,8.09,0.02,2.63,Milk Products
729,Organic Milk,Copenhagen Plant,2023,Summer,3073,10083,202,27,1010,0.2,3.04,9.98,0.03,2.35,Milk Products
730,Organic Milk,Aarhus Plant,2023,Summer,3243,10641,213,28,1022,0.21,3.17,10.41,0.03,2.31,Milk Products
731,Organic Milk,Odense Plant,2023,Summer,3094,10151,203,27,936,0.22,3.31,10.85,0.03,2.26,Milk Products
732,Organic Milk,Aalborg Plant,2023,Summer,3137,10295,206,27,912,0.23,3.44,11.29,0.03,2.21,Milk Products
733,Cheddar Cheese,Copenhagen Plant,2023,Summer,2218,4235,282,45,448,0.63,4.95,9.45,0.1,1.55,Cheese Products
734,Cheddar Cheese,Aarhus Plant,2023,Summer,2120,4047,270,43,410,0.66,5.17,9.87,0.1,1.47,Cheese Products
735,Cheddar Cheese,Odense Plant,2023,Summer,2408,4597,306,49,447,0.68,5.39,10.28,0.11,1.38,Cheese Products
736,Cheddar Cheese,Aalborg Plant,2023,Summer,2570,4906,327,53,459,0.71,5.6,10.69,0.12,1.3,Cheese Products
737,Mozzarella Cheese,Copenhagen Plant,2023,Summer,1908,3635,241,38,446,0.54,4.28,8.15,0.09,1.81,Cheese Products
738,Mozzarella Cheese,Aarhus Plant,2023,Summer,2079,3961,262,42,466,0.56,4.46,8.5,0.09,1.74,Cheese Products
739,Mozzarella Cheese,Odense Plant,2023,Summer,1967,3746,248,39,423,0.59,4.65,8.86,0.09,1.67,Cheese Products
740,Mozzarella Cheese,Aalborg Plant,2023,Summer,2042,3889,258,41,422,0.61,4.84,9.22,0.1,1.59,Cheese Products
741,Blue Cheese,Copenhagen Plant,2023,Summer,2310,4331,308,53,315,0.98,7.33,13.75,0.17,0.62,Cheese Products
742,Blue Cheese,Aarhus Plant,2023,Summer,2334,4376,311,53,305,1.02,7.65,14.35,0.17,0.5,Cheese Products
743,Blue Cheese,Odense Plant,2023,Summer,2288,4290,305,52,287,1.06,7.97,14.95,0.18,0.37,Cheese Products
744,Blue Cheese,Aalborg Plant,2023,Summer,2407,4512,321,55,290,1.11,8.3,15.56,0.19,0.24,Cheese Products
745,Cream Cheese,Copenhagen Plant,2023,Summer,1804,3608,228,36,499,0.46,3.62,7.23,0.07,2.06,Cheese Products
746,Cream Cheese,Aarhus Plant,2023,Summer,1930,3860,244,39,512,0.48,3.77,7.54,0.08,2.0,Cheese Products
747,Cream Cheese,Odense Plant,2023,Summer,1890,3780,239,38,481,0.5,3.93,7.86,0.08,1.94,Cheese Products
748,Cream Cheese,Aalborg Plant,2023,Summer,2091,4183,264,42,512,0.52,4.08,8.17,0.08,1.88,Cheese Products
749,Greek Yogurt,Copenhagen Plant,2023,Summer,1535,6139,128,30,847,0.15,1.81,7.25,0.04,2.78,Yogurt Products
750,Greek Yogurt,Aarhus Plant,2023,Summer,1674,6694,139,33,885,0.16,1.89,7.56,0.04,2.75,Yogurt Products
751,Greek Yogurt,Odense Plant,2023,Summer,1772,7090,148,34,900,0.16,1.97,7.88,0.04,2.72,Yogurt Products
752,Greek Yogurt,Aalborg Plant,2023,Summer,1901,7605,158,37,928,0.17,2.05,8.2,0.04,2.69,Yogurt Products
753,Regular Yogurt,Copenhagen Plant,2023,Summer,1595,6779,135,30,1072,0.13,1.49,6.32,0.03,2.89,Yogurt Products
754,Regular Yogurt,Aarhus Plant,2023,Summer,1634,6944,138,31,1052,0.13,1.55,6.6,0.03,2.87,Yogurt Products
755,Regular Yogurt,Odense Plant,2023,Summer,1554,6607,131,29,961,0.14,1.62,6.88,0.03,2.85,Yogurt Products
756,Regular Yogurt,Aalborg Plant,2023,Summer,1653,7027,140,31,983,0.14,1.68,7.15,0.03,2.83,Yogurt Products
757,Flavored Yogurt,Copenhagen Plant,2023,Summer,1627,6508,135,31,956,0.14,1.7,6.81,0.03,2.82,Yogurt Products
758,Flavored Yogurt,Aarhus Plant,2023,Summer,1824,7297,151,34,1028,0.15,1.77,7.1,0.03,2.79,Yogurt Products
759,Flavored Yogurt,Odense Plant,2023,Summer,1914,7657,159,36,1035,0.15,1.85,7.4,0.03,2.77,Yogurt Products
760,Flavored Yogurt,Aalborg Plant,2023,Summer,1932,7728,160,36,1004,0.16,1.92,7.7,0.04,2.74,Yogurt Products
761,Salted Butter,Copenhagen Plant,2023,Summer,1483,2009,201,27,358,0.56,4.14,5.61,0.08,1.85,Butter Products
762,Salted Butter,Aarhus Plant,2023,Summer,1395,1891,189,25,323,0.59,4.32,5.85,0.08,1.78,Butter Products
763,Salted Butter,Odense Plant,2023,Summer,1450,1965,196,26,322,0.61,4.5,6.1,0.08,1.71,Butter Products
764,Salted Butter,Aalborg Plant,2023,Summer,1672,2265,226,30,357,0.63,4.68,6.34,0.08,1.65,Butter Products
765,Unsalted Butter,Copenhagen Plant,2023,Summer,1463,1951,200,25,388,0.52,3.77,5.03,0.06,1.99,Butter Products
766,Unsalted Butter,Aarhus Plant,2023,Summer,1333,1778,182,23,338,0.54,3.94,5.26,0.07,1.93,Butter Products
767,Unsalted Butter,Odense Plant,2023,Summer,1490,1987,204,26,363,0.56,4.1,5.47,0.07,1.87,Butter Products
768,Unsalted Butter,Aalborg Plant,2023,Summer,1562,2083,213,27,366,0.58,4.27,5.69,0.07,1.8,Butter Products
769,Heavy Cream,Copenhagen Plant,2023,Summer,1102,2570,119,20,558,0.21,1.97,4.61,0.04,2.7,Cream Products
770,Heavy Cream,Aarhus Plant,2023,Summer,1138,2655,123,21,552,0.22,2.06,4.81,0.04,2.67,Cream Products
771,Heavy Cream,Odense Plant,2023,Summer,1195,2788,129,22,557,0.23,2.15,5.01,0.04,2.64,Cream Products
772,Heavy Cream,Aalborg Plant,2023,Summer,1323,3087,143,24,593,0.24,2.23,5.21,0.04,2.61,Cream Products
773,Light Cream,Copenhagen Plant,2023,Summer,1074,2539,117,20,662,0.18,1.62,3.84,0.03,2.83,Cream Products
774,Light Cream,Aarhus Plant,2023,Summer,1132,2677,124,21,669,0.19,1.69,4.0,0.03,2.81,Cream Products
775,Light Cream,Odense Plant,2023,Summer,1172,2769,128,21,664,0.19,1.77,4.17,0.03,2.78,Cream Products
776,Light Cream,Aalborg Plant,2023,Summer,1193,2821,130,22,651,0.2,1.83,4.33,0.03,2.76,Cream Products
777,Whipping Cream,Copenhagen Plant,2023,Summer,1123,2506,117,20,495,0.24,2.27,5.06,0.04,2.59,Cream Products
778,Whipping Cream,Aarhus Plant,2023,Summer,1210,2699,126,21,511,0.25,2.37,5.28,0.04,2.56,Cream Products
779,Whipping Cream,Odense Plant,2023,Summer,1320,2945,137,23,535,0.26,2.47,5.5,0.04,2.52,Cream Products
780,Whipping Cream,Aalborg Plant,2023,Summer,1502,3351,156,27,585,0.27,2.57,5.73,0.05,2.48,Cream Products
781,Sour Cream,Copenhagen Plant,2023,Summer,1270,2903,127,23,488,0.26,2.6,5.95,0.05,2.47,Cream Products
782,Sour Cream,Aarhus Plant,2023,Summer,1503,3435,150,27,553,0.27,2.72,6.21,0.05,2.43,Cream Products
783,Sour Cream,Odense Plant,2023,Summer,1522,3479,152,27,538,0.28,2.83,6.47,0.05,2.39,Cream Products
784,Sour Cream,Aalborg Plant,2023,Summer,1556,3556,156,28,528,0.3,2.95,6.73,0.05,2.34,Cream Products
785,Cottage Cheese,Copenhagen Plant,2023,Summer,1547,3655,145,30,570,0.25,2.71,6.41,0.05,2.44,Cheese Products
786,Cottage Cheese,Aarhus Plant,2023,Summer,1631,3855,153,32,576,0.27,2.83,6.69,0.06,2.39,Cheese Products
787,Cottage Cheese,Odense Plant,2023,Summer,1853,4380,174,36,628,0.28,2.95,6.97,0.06,2.35,Cheese Products
788,Cottage Cheese,Aalborg Plant,2023,Summer,1630,3853,153,32,531,0.29,3.07,7.26,0.06,2.3,Cheese Products
789,Ice Cream,Copenhagen Plant,2023,Summer,2724,5350,302,63,819,0.37,3.33,6.53,0.08,2.18,Cream Products
790,Ice Cream,Aarhus Plant,2023,Summer,2638,5183,292,61,760,0.38,3.47,6.82,0.08,2.13,Cream Products
791,Ice Cream,Odense Plant,2023,Summer,2582,5071,286,60,714,0.4,3.62,7.1,0.08,2.08,Cream Products
792,Ice Cream,Aalborg Plant,2023,Summer,2778,5457,308,64,739,0.42,3.76,7.38,0.09,2.02,Cream Products
793,Whole Milk,Copenhagen Plant,2023,Autumn,2423,8222,156,22,1214,0.13,2.0,6.77,0.02,2.73,Milk Products
794,Whole Milk,Aarhus Plant,2023,Autumn,2471,8385,159,22,1186,0.13,2.08,7.07,0.02,2.7,Milk Products
795,Whole Milk,Odense Plant,2023,Autumn,2671,9062,172,24,1231,0.14,2.17,7.36,0.02,2.67,Milk Products
796,Whole Milk,Aalborg Plant,2023,Autumn,2649,8987,170,24,1174,0.14,2.26,7.66,0.02,2.64,Milk Products
797,Skim Milk,Copenhagen Plant,2023,Autumn,2287,8092,145,19,1131,0.13,2.02,7.15,0.02,2.72,Milk Products
798,Skim Milk,Aarhus Plant,2023,Autumn,2163,7654,137,18,1025,0.13,2.11,7.47,0.02,2.69,Milk Products
799,Skim Milk,Odense Plant,2023,Autumn,2276,8055,144,19,1036,0.14,2.2,7.78,0.02,2.66,Milk Products
800,Skim Milk,Aalborg Plant,2023,Autumn,2471,8744,157,21,1081,0.15,2.29,8.09,0.02,2.62,Milk Products
801,Organic Milk,Copenhagen Plant,2023,Autumn,2668,8755,175,23,877,0.2,3.04,9.98,0.03,2.35,Milk Products
802,Organic Milk,Aarhus Plant,2023,Autumn,2619,8595,172,23,825,0.21,3.17,10.42,0.03,2.31,Milk Products
803,Organic Milk,Odense Plant,2023,Autumn,2732,8965,179,24,826,0.22,3.31,10.85,0.03,2.26,Milk Products
804,Organic Milk,Aalborg Plant,2023,Autumn,2869,9413,188,25,834,0.23,3.44,11.29,0.03,2.21,Milk Products
805,Cheddar Cheese,Copenhagen Plant,2023,Autumn,1619,3092,206,33,327,0.63,4.95,9.46,0.1,1.55,Cheese Products
806,Cheddar Cheese,Aarhus Plant,2023,Autumn,1715,3275,218,35,332,0.66,5.17,9.86,0.11,1.46,Cheese Products
807,Cheddar Cheese,Odense Plant,2023,Autumn,1751,3342,223,36,325,0.69,5.39,10.28,0.11,1.38,Cheese Products
808,Cheddar Cheese,Aalborg Plant,2023,Autumn,2091,3992,266,43,373,0.71,5.61,10.7,0.12,1.3,Cheese Products
809,Mozzarella Cheese,Copenhagen Plant,2023,Autumn,1717,3270,217,34,401,0.54,4.28,8.15,0.08,1.81,Cheese Products
810,Mozzarella Cheese,Aarhus Plant,2023,Autumn,1768,3367,223,35,396,0.56,4.46,8.5,0.09,1.74,Cheese Products
811,Mozzarella Cheese,Odense Plant,2023,Autumn,1789,3409,226,36,385,0.59,4.65,8.85,0.09,1.67,Cheese Products
812,Mozzarella Cheese,Aalborg Plant,2023,Autumn,1926,3668,243,39,398,0.61,4.84,9.22,0.1,1.59,Cheese Products
813,Blue Cheese,Copenhagen Plant,2023,Autumn,1825,3421,243,42,249,0.98,7.33,13.74,0.17,0.62,Cheese Products
814,Blue Cheese,Aarhus Plant,2023,Autumn,1970,3695,263,45,257,1.02,7.67,14.38,0.18,0.49,Cheese Products
815,Blue Cheese,Odense Plant,2023,Autumn,2302,4316,307,53,289,1.06,7.97,14.93,0.18,0.37,Cheese Products
816,Blue Cheese,Aalborg Plant,2023,Autumn,2340,4388,312,54,282,1.11,8.3,15.56,0.19,0.24,Cheese Products
817,Cream Cheese,Copenhagen Plant,2023,Autumn,1414,2828,179,28,391,0.46,3.62,7.23,0.07,2.06,Cheese Products
818,Cream Cheese,Aarhus Plant,2023,Autumn,1758,3516,222,35,466,0.48,3.77,7.55,0.08,2.0,Cheese Products
819,Cream Cheese,Odense Plant,2023,Autumn,1678,3356,212,34,427,0.5,3.93,7.86,0.08,1.94,Cheese Products
820,Cream Cheese,Aalborg Plant,2023,Autumn,1823,3646,230,36,446,0.52,4.09,8.17,0.08,1.88,Cheese Products
821,Greek Yogurt,Copenhagen Plant,2023,Autumn,1388,5551,116,27,766,0.15,1.81,7.25,0.04,2.78,Yogurt Products
822,Greek Yogurt,Aarhus Plant,2023,Autumn,1623,6492,135,32,858,0.16,1.89,7.57,0.04,2.75,Yogurt Products
823,Greek Yogurt,Odense Plant,2023,Autumn,1524,6094,127,30,774,0.16,1.97,7.87,0.04,2.72,Yogurt Products
824,Greek Yogurt,Aalborg Plant,2023,Autumn,1759,7034,147,34,859,0.17,2.05,8.19,0.04,2.69,Yogurt Products
825,Regular Yogurt,Copenhagen Plant,2023,Autumn,1380,5866,116,26,928,0.12,1.49,6.32,0.03,2.9,Yogurt Products
826,Regular Yogurt,Aarhus Plant,2023,Autumn,1353,5750,114,25,871,0.13,1.55,6.6,0.03,2.87,Yogurt Products
827,Regular Yogurt,Odense Plant,2023,Autumn,1472,6256,124,28,910,0.14,1.62,6.87,0.03,2.85,Yogurt Products
828,Regular Yogurt,Aalborg Plant,2023,Autumn,1385,5885,117,26,823,0.14,1.68,7.15,0.03,2.83,Yogurt Products
829,Flavored Yogurt,Copenhagen Plant,2023,Autumn,1490,5961,123,28,876,0.14,1.7,6.8,0.03,2.82,Yogurt Products
830,Flavored Yogurt,Aarhus Plant,2023,Autumn,1389,5555,115,26,782,0.15,1.78,7.1,0.03,2.79,Yogurt Products
831,Flavored Yogurt,Odense Plant,2023,Autumn,1499,5998,124,28,811,0.15,1.85,7.4,0.03,2.77,Yogurt Products
832,Flavored Yogurt,Aalborg Plant,2023,Autumn,1595,6381,132,30,829,0.16,1.92,7.7,0.04,2.74,Yogurt Products
833,Salted Butter,Copenhagen Plant,2023,Autumn,1266,1715,171,23,305,0.56,4.15,5.62,0.08,1.85,Butter Products
834,Salted Butter,Aarhus Plant,2023,Autumn,1251,1694,169,23,289,0.58,4.33,5.86,0.08,1.78,Butter Products
835,Salted Butter,Odense Plant,2023,Autumn,1430,1937,194,26,317,0.61,4.51,6.11,0.08,1.71,Butter Products
836,Salted Butter,Aalborg Plant,2023,Autumn,1295,1755,175,23,276,0.63,4.69,6.36,0.08,1.64,Butter Products
837,Unsalted Butter,Copenhagen Plant,2023,Autumn,1202,1602,164,21,318,0.52,3.78,5.04,0.07,1.99,Butter Products
838,Unsalted Butter,Aarhus Plant,2023,Autumn,1254,1672,171,22,318,0.54,3.94,5.26,0.07,1.93,Butter Products
839,Unsalted Butter,Odense Plant,2023,Autumn,1215,1619,166,21,296,0.56,4.1,5.47,0.07,1.87,Butter Products
840,Unsalted Butter,Aalborg Plant,2023,Autumn,1271,1695,174,22,298,0.58,4.27,5.69,0.07,1.8,Butter Products
841,Heavy Cream,Copenhagen Plant,2023,Autumn,920,2147,100,17,466,0.21,1.97,4.61,0.04,2.7,Cream Products
842,Heavy Cream,Aarhus Plant,2023,Autumn,918,2143,99,17,446,0.22,2.06,4.8,0.04,2.67,Cream Products
843,Heavy Cream,Odense Plant,2023,Autumn,986,2300,107,18,459,0.23,2.15,5.01,0.04,2.64,Cream Products
844,Heavy Cream,Aalborg Plant,2023,Autumn,1087,2537,118,20,487,0.24,2.23,5.21,0.04,2.61,Cream Products
845,Light Cream,Copenhagen Plant,2023,Autumn,816,1929,89,15,503,0.18,1.62,3.83,0.03,2.83,Cream Products
846,Light Cream,Aarhus Plant,2023,Autumn,972,2298,106,18,574,0.18,1.69,4.0,0.03,2.81,Cream Products
847,Light Cream,Odense Plant,2023,Autumn,1067,2521,116,19,605,0.19,1.76,4.17,0.03,2.78,Cream Products
848,Light Cream,Aalborg Plant,2023,Autumn,1074,2539,117,20,586,0.2,1.83,4.33,0.03,2.76,Cream Products
849,Whipping Cream,Copenhagen Plant,2023,Autumn,1054,2352,109,19,464,0.23,2.27,5.07,0.04,2.6,Cream Products
850,Whipping Cream,Aarhus Plant,2023,Autumn,1097,2446,114,19,463,0.25,2.37,5.28,0.04,2.56,Cream Products
851,Whipping Cream,Odense Plant,2023,Autumn,1170,2609,121,21,474,0.26,2.47,5.5,0.04,2.52,Cream Products
